9.99775,180
10.01794,135
10.03812,180
10.0583,161
10.07849,175
10.09867,143
10.11885,146
10.13904,150
10.15922,163
10.1794,149
10.19959,180
10.21977,159
10.23995,159
10.26014,175
10.28032,190
10.30051,162
10.32069,167
10.34087,178
10.36106,200
10.38124,201
10.40142,190
10.42161,155
10.44179,154
10.46197,160
10.48216,186
10.50234,171
10.52252,177
10.54271,201
10.56289,139
10.58307,178
10.60326,144
10.62344,194
10.64362,165
10.66381,175
10.68399,203
10.70417,172
10.72436,167
10.74454,167
10.76472,148
10.78491,156
10.80509,179
10.82527,146
10.84546,162
10.86564,165
10.88582,156
10.90601,149
10.92619,201
10.94637,190
10.96656,155
10.98674,202
11.00693,172
11.02711,177
11.04729,120
11.06748,155
11.08766,162
11.10784,161
11.12803,178
11.14821,145
11.16839,158
11.18858,188
11.20876,173
11.22894,169
11.24913,160
11.26931,182
11.28949,150
11.30968,174
11.32986,190
11.35004,169
11.37023,140
11.39041,147
11.41059,189
11.43078,173
11.45096,154
11.47114,178
11.49133,156
11.51151,168
11.53169,136
11.55188,150
11.57206,185
11.59224,153
11.61243,131
11.63261,171
11.6528,150
11.67298,171
11.69316,165
11.71335,143
11.73353,182
11.75371,158
11.7739,145
11.79408,154
11.81426,137
11.83445,147
11.85463,132
11.87481,151
11.895,127
11.91518,152
11.93536,153
11.95555,138
11.97573,129
11.99591,156
12.0161,151
12.03628,144
12.05646,164
12.07665,137
12.09683,160
12.11701,150
12.1372,156
12.15738,158
12.17756,147
12.19775,140
12.21793,172
12.23811,139
12.2583,160
12.27848,142
12.29866,151
12.31885,154
12.33903,134
12.35922,136
12.3794,152
12.39958,114
12.41977,146
12.43995,146
12.46013,146
12.48032,157
12.5005,145
12.52068,150
12.54087,135
12.56105,128
12.58123,142
12.60142,145
12.6216,141
12.64178,147
12.66197,149
12.68215,141
12.70233,150
12.72252,145
12.7427,155
12.76288,167
12.78307,132
12.80325,168
12.82343,155
12.84362,139
12.8638,120
12.88398,131
12.90417,138
12.92435,150
12.94453,139
12.96472,142
12.9849,130
13.00509,149
13.02527,142
13.04545,152
13.06564,148
13.08582,159
13.106,123
13.12619,147
13.14637,159
13.16655,151
13.18674,130
13.20692,148
13.2271,142
13.24729,133
13.26747,119
13.28765,133
13.30784,136
13.32802,136
13.3482,151
13.36839,131
13.38857,138
13.40875,123
13.42894,149
13.44912,164
13.4693,153
13.48949,133
13.50967,148
13.52985,131
13.55004,118
13.57022,140
13.5904,147
13.61059,126
13.63077,133
13.65095,125
13.67114,128
13.69132,138
13.71151,115
13.73169,131
13.75187,138
13.77206,141
13.79224,134
13.81242,154
13.83261,129
13.85279,148
13.87297,150
13.89316,134
13.91334,137
13.93352,132
13.95371,154
13.97389,133
13.99407,139
